,game_id,team_abbrev,opponent_abbrev,team_score,opponent_score,win
606,202102110GSW,GSW,ORL,111,105,True
607,202102110GSW,ORL,GSW,105,111,False
608,202102110HOU,MIA,HOU,101,94,True
609,202102110HOU,HOU,MIA,94,101,False
610,202102110POR,PHI,POR,114,118,False
611,202102110POR,POR,PHI,118,114,True
612,202102120ATL,SAS,ATL,125,114,True
613,202102120ATL,ATL,SAS,114,125,False
614,202102120BOS,DET,BOS,108,102,True
615,202102120BOS,BOS,DET,102,108,False
616,202102120CHI,LAC,CHI,125,106,True
617,202102120CHI,CHI,LAC,106,125,False
618,202102120CHO,CHO,MIN,120,114,True
619,202102120CHO,MIN,CHO,114,120,False
620,202102120DAL,NOP,DAL,130,143,False
621,202102120DAL,DAL,NOP,143,130,True
622,202102120DEN,OKC,DEN,95,97,False
623,202102120DEN,DEN,OKC,97,95,True
624,202102120LAL,LAL,MEM,115,105,True
625,202102120LAL,MEM,LAL,105,115,False
626,202102120POR,POR,CLE,129,110,True
627,202102120POR,CLE,POR,110,129,False
628,202102120SAC,ORL,SAC,123,112,True
629,202102120SAC,SAC,ORL,112,123,False
630,202102120UTA,MIL,UTA,115,129,False
631,202102120UTA,UTA,MIL,129,115,True
632,202102120WAS,NYK,WAS,109,91,True
633,202102120WAS,WAS,NYK,91,109,False
634,202102130ATL,ATL,IND,113,125,False
635,202102130ATL,IND,ATL,125,113,True
636,202102130GSW,GSW,BRK,117,134,False
637,202102130GSW,BRK,GSW,134,117,True
638,202102130NYK,NYK,HOU,121,99,True
639,202102130NYK,HOU,NYK,99,121,False
640,202102130PHO,PHI,PHO,111,120,False
641,202102130PHO,PHO,PHI,120,111,True
642,202102130UTA,MIA,UTA,94,112,False
643,202102130UTA,UTA,MIA,112,94,True
644,202102140CHO,CHO,SAS,110,122,False
645,202102140CHO,SAS,CHO,122,110,True
646,202102140DAL,DAL,POR,118,121,False
647,202102140DAL,POR,DAL,121,118,True
648,202102140DEN,DEN,LAL,122,105,True
649,202102140DEN,LAL,DEN,105,122,False
650,202102140DET,DET,NOP,123,112,True
651,202102140DET,NOP,DET,112,123,False
652,202102140LAC,CLE,LAC,111,128,False
653,202102140LAC,LAC,CLE,128,111,True
654,202102140OKC,MIL,OKC,109,114,False
655,202102140OKC,OKC,MIL,114,109,True
656,202102140PHO,ORL,PHO,90,109,False
657,202102140PHO,PHO,ORL,109,90,True
658,202102140SAC,SAC,MEM,110,124,False
659,202102140SAC,MEM,SAC,124,110,True
660,202102140TOR,TOR,MIN,112,116,False
661,202102140TOR,MIN,TOR,116,112,True
662,202102140WAS,WAS,BOS,104,91,True
663,202102140WAS,BOS,WAS,91,104,False
664,202102150GSW,GSW,CLE,129,98,True
665,202102150GSW,CLE,GSW,98,129,False
666,202102150IND,CHI,IND,120,112,True
667,202102150IND,IND,CHI,112,120,False
668,202102150LAC,MIA,LAC,118,125,False
669,202102150LAC,LAC,MIA,125,118,True
670,202102150NYK,ATL,NYK,112,123,False
671,202102150NYK,NYK,ATL,123,112,True
672,202102150SAC,BRK,SAC,136,125,True
673,202102150SAC,SAC,BRK,125,136,False
674,202102150UTA,PHI,UTA,123,134,False
675,202102150UTA,UTA,PHI,134,123,True
676,202102150WAS,WAS,HOU,131,119,True
677,202102150WAS,HOU,WAS,119,131,False
678,202102160BOS,BOS,DEN,112,99,True
679,202102160BOS,DEN,BOS,99,112,False
680,202102160MEM,NOP,MEM,144,113,True
681,202102160MEM,MEM,NOP,113,144,False
682,202102160MIL,TOR,MIL,124,113,True
683,202102160MIL,MIL,TOR,113,124,False
684,202102160MIN,LAL,MIN,112,104,True
685,202102160MIN,MIN,LAL,104,112,False
686,202102160OKC,POR,OKC,115,104,True
687,202102160OKC,OKC,POR,104,115,False
688,202102160PHO,PHO,BRK,124,128,False
689,202102160PHO,BRK,PHO,128,124,True
690,202102170BOS,ATL,BOS,122,114,True
691,202102170BOS,BOS,ATL,114,122,False
692,202102170CHI,CHI,DET,105,102,True
693,202102170CHI,DET,CHI,102,105,False
694,202102170GSW,GSW,MIA,120,112,True
695,202102170GSW,MIA,GSW,112,120,False
696,202102170LAC,UTA,LAC,114,96,True
697,202102170LAC,LAC,UTA,96,114,False
698,202102170MEM,MEM,OKC,122,113,True
699,202102170MEM,OKC,MEM,113,122,False
700,202102170MIN,IND,MIN,134,128,True
701,202102170MIN,MIN,IND,128,134,False
702,202102170NOP,NOP,POR,124,126,False
703,202102170NOP,POR,NOP,126,124,True
704,202102170ORL,ORL,NYK,107,89,True
705,202102170ORL,NYK,ORL,89,107,False
706,202102170PHI,PHI,HOU,118,113,True
707,202102170PHI,HOU,PHI,113,118,False
708,202102170WAS,DEN,WAS,128,130,False
709,202102170WAS,WAS,DEN,130,128,True
710,202102180LAL,LAL,BRK,98,109,False
711,202102180LAL,BRK,LAL,109,98,True
712,202102180MIL,MIL,TOR,96,110,False
713,202102180MIL,TOR,MIL,110,96,True
714,202102180SAC,SAC,MIA,110,118,False
715,202102180SAC,MIA,SAC,118,110,True
716,202102190BOS,ATL,BOS,109,121,False
717,202102190BOS,BOS,ATL,121,109,True
718,202102190CLE,DEN,CLE,120,103,True
719,202102190CLE,CLE,DEN,103,120,False
720,202102190LAC,LAC,UTA,116,112,True
721,202102190LAC,UTA,LAC,112,116,False
722,202102190MEM,DET,MEM,95,109,False
723,202102190MEM,MEM,DET,109,95,True
724,202102190MIL,MIL,OKC,98,85,True
725,202102190MIL,OKC,MIL,85,98,False
726,202102190MIN,MIN,TOR,81,86,False
727,202102190MIN,TOR,MIN,86,81,True
728,202102190NOP,NOP,PHO,114,132,False
729,202102190NOP,PHO,NOP,132,114,True
730,202102190ORL,GSW,ORL,120,124,False
731,202102190ORL,ORL,GSW,124,120,True
732,202102190PHI,PHI,CHI,112,105,True
733,202102190PHI,CHI,PHI,105,112,False
734,202102200CHI,SAC,CHI,114,122,False
735,202102200CHI,CHI,SAC,122,114,True
736,202102200CHO,GSW,CHO,100,102,False
737,202102200CHO,CHO,GSW,102,100,True
738,202102200LAL,MIA,LAL,96,94,True
739,202102200LAL,LAL,MIA,94,96,False
740,202102200MEM,PHO,MEM,128,97,True
741,202102200MEM,MEM,PHO,97,128,False
742,202102200POR,WAS,POR,118,111,True
743,202102200POR,POR,WAS,111,118,False
744,202102210ATL,ATL,DEN,123,115,True
745,202102210ATL,DEN,ATL,115,123,False
746,202102210CLE,CLE,OKC,101,117,False
747,202102210CLE,OKC,CLE,117,101,True
748,202102210LAC,LAC,BRK,108,112,False
749,202102210LAC,BRK,LAC,112,108,True
750,202102210MIL,SAC,MIL,115,128,False
751,202102210MIL,MIL,SAC,128,115,True
752,202102210NOP,BOS,NOP,115,120,False
753,202102210NOP,NOP,BOS,120,115,True
754,202102210NYK,MIN,NYK,99,103,False
755,202102210NYK,NYK,MIN,103,99,True
756,202102210ORL,DET,ORL,96,105,False
757,202102210ORL,ORL,DET,105,96,True
758,202102210TOR,TOR,PHI,110,103,True
759,202102210TOR,PHI,TOR,103,110,False
760,202102220DAL,MEM,DAL,92,102,False
761,202102220DAL,DAL,MEM,102,92,True
762,202102220HOU,HOU,CHI,100,120,False
763,202102220HOU,CHI,HOU,120,100,True
764,202102220LAL,WAS,LAL,127,124,True
765,202102220LAL,LAL,WAS,124,127,False
766,202102220OKC,OKC,MIA,94,108,False
767,202102220OKC,MIA,OKC,108,94,True
768,202102220PHO,PHO,POR,132,100,True
769,202102220PHO,POR,PHO,100,132,False
770,202102220UTA,UTA,CHO,132,110,True
771,202102220UTA,CHO,UTA,110,132,False
772,202102230BRK,BRK,SAC,127,118,True
773,202102230BRK,SAC,BRK,118,127,False
774,202102230CLE,ATL,CLE,111,112,False
775,202102230CLE,CLE,ATL,112,111,True
776,202102230DAL,DAL,BOS,110,107,True
777,202102230DAL,BOS,DAL,107,110,False
778,202102230DEN,POR,DEN,106,111,False
779,202102230DEN,DEN,POR,111,106,True
780,202102230LAC,LAC,WAS,135,116,True
781,202102230LAC,WAS,LAC,116,135,False
782,202102230MIL,MIN,MIL,112,139,False
783,202102230MIL,MIL,MIN,139,112,True
784,202102230NYK,GSW,NYK,114,106,True
785,202102230NYK,NYK,GSW,106,114,False
786,202102230ORL,ORL,DET,93,105,False
787,202102230ORL,DET,ORL,105,93,True
788,202102230TOR,PHI,TOR,109,102,True
789,202102230TOR,TOR,PHI,102,109,False
790,202102240ATL,ATL,BOS,127,112,True
791,202102240ATL,BOS,ATL,112,127,False
792,202102240CHI,MIN,CHI,126,133,False
793,202102240CHI,CHI,MIN,133,126,True
794,202102240CLE,CLE,HOU,112,96,True
795,202102240CLE,HOU,CLE,96,112,False
796,202102240IND,IND,GSW,107,111,False
797,202102240IND,GSW,IND,111,107,True
798,202102240MIA,MIA,TOR,116,108,True
799,202102240MIA,TOR,MIA,108,116,False
800,202102240NOP,NOP,DET,128,118,True
801,202102240NOP,DET,NOP,118,128,False
802,202102240OKC,SAS,OKC,99,102,False
803,202102240OKC,OKC,SAS,102,99,True
804,202102240PHO,CHO,PHO,124,121,True
805,202102240PHO,PHO,CHO,121,124,False
806,202102240UTA,UTA,LAL,114,89,True
807,202102240UTA,LAL,UTA,89,114,False
808,202102250BRK,ORL,BRK,92,129,False
809,202102250BRK,BRK,ORL,129,92,True
810,202102250DEN,WAS,DEN,112,110,True
811,202102250DEN,DEN,WAS,110,112,False
812,202102250MEM,MEM,LAC,122,94,True
813,202102250MEM,LAC,MEM,94,122,False
814,202102250MIL,NOP,MIL,125,129,False
815,202102250MIL,MIL,NOP,129,125,True
816,202102250NYK,SAC,NYK,121,140,False
817,202102250NYK,NYK,SAC,140,121,True
818,202102250PHI,DAL,PHI,97,111,False
819,202102250PHI,PHI,DAL,111,97,True
820,202102260BOS,BOS,IND,118,112,True
821,202102260BOS,IND,BOS,112,118,False
822,202102260CHI,CHI,PHO,97,106,False
823,202102260CHI,PHO,CHI,106,97,True
824,202102260DET,DET,SAC,107,110,False
825,202102260DET,SAC,DET,110,107,True
826,202102260GSW,GSW,CHO,130,121,True
827,202102260GSW,CHO,GSW,121,130,False
828,202102260LAL,POR,LAL,93,102,False
829,202102260LAL,LAL,POR,102,93,True
830,202102260MEM,LAC,MEM,119,99,True
831,202102260MEM,MEM,LAC,99,119,False
832,202102260MIA,UTA,MIA,116,124,False
833,202102260MIA,MIA,UTA,124,116,True
834,202102260OKC,ATL,OKC,109,118,False
835,202102260OKC,OKC,ATL,118,109,True
836,202102260TOR,TOR,HOU,122,111,True
837,202102260TOR,HOU,TOR,111,122,False
838,202102270BRK,BRK,DAL,98,115,False
839,202102270BRK,DAL,BRK,115,98,True
840,202102270NYK,IND,NYK,107,110,False
841,202102270NYK,NYK,IND,110,107,True
842,202102270OKC,OKC,DEN,96,126,False
843,202102270OKC,DEN,OKC,126,96,True
844,202102270ORL,ORL,UTA,109,124,False
845,202102270ORL,UTA,ORL,124,109,True
846,202102270PHI,PHI,CLE,109,112,False
847,202102270PHI,CLE,PHI,112,109,True
848,202102270SAS,NOP,SAS,114,117,False
849,202102270SAS,SAS,NOP,117,114,True
850,202102270WAS,WAS,MIN,128,112,True
851,202102270WAS,MIN,WAS,112,128,False
852,202102280BOS,BOS,WAS,111,110,True
853,202102280BOS,WAS,BOS,110,111,False
854,202102280DET,NYK,DET,109,90,True
855,202102280DET,DET,NYK,90,109,False
856,202102280HOU,HOU,MEM,84,133,False
857,202102280HOU,MEM,HOU,133,84,True
858,202102280LAL,LAL,GSW,117,91,True
859,202102280LAL,GSW,LAL,91,117,False
860,202102280MIA,MIA,ATL,109,99,True
861,202102280MIA,ATL,MIA,99,109,False
862,202102280MIL,MIL,LAC,105,100,True
863,202102280MIL,LAC,MIL,100,105,False
864,202102280MIN,PHO,MIN,118,99,True
865,202102280MIN,MIN,PHO,99,118,False
866,202102280SAC,CHO,SAC,127,126,True
867,202102280SAC,SAC,CHO,126,127,False
868,202103010CHI,CHI,DEN,112,118,False
869,202103010CHI,DEN,CHI,118,112,True
870,202103010HOU,CLE,HOU,101,90,True
871,202103010HOU,HOU,CLE,90,101,False
872,202103010NOP,UTA,NOP,124,129,False
873,202103010NOP,NOP,UTA,129,124,True
874,202103010ORL,ORL,DAL,124,130,False
875,202103010ORL,DAL,ORL,130,124,True
876,202103010PHI,PHI,IND,130,114,True
877,202103010PHI,IND,PHI,114,130,False
878,202103010POR,POR,CHO,123,111,True
879,202103010POR,CHO,POR,111,123,False
880,202103010SAS,SAS,BRK,113,124,False
881,202103010SAS,BRK,SAS,124,113,True
882,202103020BOS,LAC,BOS,112,117,False
883,202103020BOS,BOS,LAC,117,112,True
884,202103020LAL,LAL,PHO,104,114,False
885,202103020LAL,PHO,LAL,114,104,True
886,202103020MIA,MIA,ATL,80,94,False
887,202103020MIA,ATL,MIA,94,80,True
888,202103020MIL,DEN,MIL,128,97,True
889,202103020MIL,MIL,DEN,97,128,False
890,202103020SAS,NYK,SAS,93,119,False
891,202103020SAS,SAS,NYK,119,93,True
892,202103020WAS,WAS,MEM,111,125,False
893,202103020WAS,MEM,WAS,125,111,True
894,202103030CLE,IND,CLE,114,111,True
895,202103030CLE,CLE,IND,111,114,False
896,202103030DAL,OKC,DAL,78,87,False
897,202103030DAL,DAL,OKC,87,78,True
898,202103030HOU,HOU,BRK,114,132,False
899,202103030HOU,BRK,HOU,132,114,True
900,202103030MIN,CHO,MIN,135,102,True
901,202103030MIN,MIN,CHO,102,135,False
902,202103030NOP,NOP,CHI,124,128,False
903,202103030NOP,CHI,NOP,128,124,True
904,202103030ORL,ATL,ORL,115,112,True
905,202103030ORL,ORL,ATL,112,115,False
906,202103030PHI,UTA,PHI,123,131,False
907,202103030PHI,PHI,UTA,131,123,True
908,202103030POR,POR,GSW,108,106,True
909,202103030POR,GSW,POR,106,108,False
910,202103030SAC,LAL,SAC,120,123,False
911,202103030SAC,SAC,LAL,123,120,True
912,202103030TOR,TOR,DET,105,129,False
913,202103030TOR,DET,TOR,129,105,True
914,202103040BOS,BOS,TOR,132,125,True
915,202103040BOS,TOR,BOS,125,132,False
916,202103040IND,IND,DEN,103,113,False
917,202103040IND,DEN,IND,113,103,True
918,202103040MEM,MIL,MEM,112,111,True
919,202103040MEM,MEM,MIL,111,112,False
920,202103040NOP,NOP,MIA,93,103,False
921,202103040NOP,MIA,NOP,103,93,True
922,202103040NYK,NYK,DET,114,104,True
923,202103040NYK,DET,NYK,104,114,False
924,202103040PHO,PHO,GSW,120,98,True
925,202103040PHO,GSW,PHO,98,120,False
926,202103040POR,SAC,POR,119,123,False
927,202103040POR,POR,SAC,123,119,True
928,202103040SAS,SAS,OKC,102,107,False
929,202103040SAS,OKC,SAS,107,102,True
930,202103040WAS,WAS,LAC,119,117,True
931,202103040WAS,LAC,WAS,117,119,False
932,202103100DAL,DAL,SAS,115,104,True
933,202103100DAL,SAS,DAL,104,115,False
934,202103100MEM,MEM,WAS,127,112,True
935,202103100MEM,WAS,MEM,112,127,False
936,202103110BRK,BOS,BRK,109,121,False
937,202103110BRK,BRK,BOS,121,109,True
938,202103110CHI,CHI,PHI,105,127,False
939,202103110CHI,PHI,CHI,127,105,True
940,202103110CHO,DET,CHO,102,105,False
941,202103110CHO,CHO,DET,105,102,True
942,202103110LAC,GSW,LAC,104,130,False
943,202103110LAC,LAC,GSW,130,104,True
944,202103110MIA,ORL,MIA,103,111,False
945,202103110MIA,MIA,ORL,111,103,True
946,202103110MIL,NYK,MIL,101,134,False
947,202103110MIL,MIL,NYK,134,101,True
948,202103110NOP,MIN,NOP,135,105,True
949,202103110NOP,NOP,MIN,105,135,False
950,202103110OKC,DAL,OKC,108,116,False
951,202103110OKC,OKC,DAL,116,108,True
952,202103110POR,PHO,POR,127,121,True
953,202103110POR,POR,PHO,121,127,False
954,202103110SAC,SAC,HOU,125,105,True
955,202103110SAC,HOU,SAC,105,125,False
956,202103110TOR,TOR,ATL,120,121,False
957,202103110TOR,ATL,TOR,121,120,True
958,202103120CHI,CHI,MIA,90,101,False
959,202103120CHI,MIA,CHI,101,90,True
960,202103120LAL,IND,LAL,100,105,False
961,202103120LAL,LAL,IND,105,100,True
962,202103120MEM,DEN,MEM,103,102,True
963,202103120MEM,MEM,DEN,102,103,False
964,202103120NOP,CLE,NOP,82,116,False
965,202103120NOP,NOP,CLE,116,82,True
966,202103120SAS,SAS,ORL,104,77,True
967,202103120SAS,ORL,SAS,77,104,False
968,202103120UTA,HOU,UTA,99,114,False
969,202103120UTA,UTA,HOU,114,99,True
970,202103120WAS,PHI,WAS,127,101,True
971,202103120WAS,WAS,PHI,101,127,False
972,202103130ATL,SAC,ATL,106,121,False
973,202103130ATL,ATL,SAC,121,106,True
974,202103130BRK,BRK,DET,100,95,True
975,202103130BRK,DET,BRK,95,100,False
976,202103130CHO,CHO,TOR,114,104,True
977,202103130CHO,TOR,CHO,104,114,False
978,202103130DEN,DAL,DEN,116,103,True
979,202103130DEN,DEN,DAL,103,116,False
980,202103130MIN,POR,MIN,125,121,True
981,202103130MIN,MIN,POR,121,125,False
982,202103130OKC,OKC,NYK,97,119,False
983,202103130OKC,NYK,OKC,119,97,True
984,202103130PHO,PHO,IND,111,122,False
985,202103130PHO,IND,PHO,122,111,True
986,202103130WAS,WAS,MIL,119,125,False
987,202103130WAS,MIL,WAS,125,119,True
988,202103140ATL,CLE,ATL,82,100,False
989,202103140ATL,ATL,CLE,100,82,True
990,202103140CHI,CHI,TOR,118,95,True
991,202103140CHI,TOR,CHI,95,118,False
992,202103140GSW,GSW,UTA,131,119,True
993,202103140GSW,UTA,GSW,119,131,False
994,202103140HOU,HOU,BOS,107,134,False
995,202103140HOU,BOS,HOU,134,107,True
996,202103140MIN,POR,MIN,112,114,False
997,202103140MIN,MIN,POR,114,112,True
998,202103140NOP,LAC,NOP,115,135,False
999,202103140NOP,NOP,LAC,135,115,True
1000,202103140OKC,MEM,OKC,122,128,False
1001,202103140OKC,OKC,MEM,128,122,True
1002,202103140ORL,ORL,MIA,97,102,False
1003,202103140ORL,MIA,ORL,102,97,True
1004,202103140PHI,SAS,PHI,99,134,False
1005,202103140PHI,PHI,SAS,134,99,True
1006,202103150BRK,NYK,BRK,112,117,False
1007,202103150BRK,BRK,NYK,117,112,True
1008,202103150CHO,CHO,SAC,122,116,True
1009,202103150CHO,SAC,CHO,116,122,False
1010,202103150DAL,LAC,DAL,109,99,True
1011,202103150DAL,DAL,LAC,99,109,False
1012,202103150DEN,DEN,IND,121,106,True
1013,202103150DEN,IND,DEN,106,121,False
1014,202103150DET,DET,SAS,99,109,False
1015,202103150DET,SAS,DET,109,99,True
1016,202103150GSW,GSW,LAL,97,128,False
1017,202103150GSW,LAL,GSW,128,97,True
1018,202103150PHO,PHO,MEM,122,99,True
1019,202103150PHO,MEM,PHO,99,122,False
1020,202103150WAS,WAS,MIL,122,133,False
1021,202103150WAS,MIL,WAS,133,122,True
1022,202103160BOS,UTA,BOS,117,109,True
1023,202103160BOS,BOS,UTA,109,117,False
1024,202103160CHI,CHI,OKC,123,102,True
1025,202103160CHI,OKC,CHI,102,123,False
1026,202103160HOU,ATL,HOU,119,107,True
1027,202103160HOU,HOU,ATL,107,119,False
1028,202103160LAL,LAL,MIN,137,121,True
1029,202103160LAL,MIN,LAL,121,137,False
1030,202103160MIA,CLE,MIA,98,113,False
1031,202103160MIA,MIA,CLE,113,98,True
1032,202103160PHI,PHI,NYK,99,96,True
1033,202103160PHI,NYK,PHI,96,99,False
1034,202103160POR,NOP,POR,124,125,False
1035,202103160POR,POR,NOP,125,124,True
1036,202103170CHI,SAS,CHI,106,99,True
1037,202103170CHI,CHI,SAS,99,106,False
1038,202103170CLE,CLE,BOS,117,110,True
1039,202103170CLE,BOS,CLE,110,117,False
1040,202103170DAL,DAL,LAC,105,89,True
1041,202103170DAL,LAC,DAL,89,105,False
1042,202103170DEN,DEN,CHO,129,104,True
1043,202103170DEN,CHO,DEN,104,129,False
1044,202103170DET,TOR,DET,112,116,False
1045,202103170DET,DET,TOR,116,112,True
1046,202103170HOU,GSW,HOU,108,94,True
1047,202103170HOU,HOU,GSW,94,108,False
1048,202103170IND,IND,BRK,115,124,False
1049,202103170IND,BRK,IND,124,115,True
1050,202103170MEM,MEM,MIA,89,85,True
1051,202103170MEM,MIA,MEM,85,89,False
1052,202103170PHI,PHI,MIL,105,109,False
1053,202103170PHI,MIL,PHI,109,105,True
1054,202103170WAS,WAS,SAC,119,121,False
1055,202103170WAS,SAC,WAS,121,119,True
1056,202103180ATL,OKC,ATL,93,116,False
1057,202103180ATL,ATL,OKC,116,93,True
1058,202103180LAL,LAL,CHO,116,105,True
1059,202103180LAL,CHO,LAL,105,116,False
1060,202103180NYK,ORL,NYK,93,94,False
1061,202103180NYK,NYK,ORL,94,93,True
1062,202103180PHO,PHO,MIN,119,123,False
1063,202103180PHO,MIN,PHO,123,119,True
1064,202103180POR,POR,NOP,101,93,True
1065,202103180POR,NOP,POR,93,101,False
1066,202103180WAS,UTA,WAS,122,131,False
1067,202103180WAS,WAS,UTA,131,122,True
1068,202103190BOS,SAC,BOS,107,96,True
1069,202103190BOS,BOS,SAC,96,107,False
1070,202103190CLE,SAS,CLE,116,110,True
1071,202103190CLE,CLE,SAS,110,116,False
1072,202103190DEN,DEN,CHI,131,127,True
1073,202103190DEN,CHI,DEN,127,131,False
1074,202103190HOU,DET,HOU,113,100,True
1075,202103190HOU,HOU,DET,100,113,False
1076,202103190MEM,GSW,MEM,116,103,True
1077,202103190MEM,MEM,GSW,103,116,False
1078,202103190MIA,IND,MIA,137,110,True
1079,202103190MIA,MIA,IND,110,137,False
1080,202103190ORL,BRK,ORL,113,121,False
1081,202103190ORL,ORL,BRK,121,113,True
1082,202103190PHO,MIN,PHO,101,113,False
1083,202103190PHO,PHO,MIN,113,101,True
1084,202103190POR,POR,DAL,125,119,True
1085,202103190POR,DAL,POR,119,125,False
1086,202103190TOR,UTA,TOR,115,112,True
1087,202103190TOR,TOR,UTA,112,115,False
1088,202103200LAC,CHO,LAC,98,125,False
1089,202103200LAC,LAC,CHO,125,98,True
1090,202103200LAL,LAL,ATL,94,99,False
1091,202103200LAL,ATL,LAL,99,94,True
1092,202103200MEM,MEM,GSW,111,103,True
1093,202103200MEM,GSW,MEM,103,111,False
1094,202103200MIL,MIL,SAS,120,113,True
1095,202103200MIL,SAS,MIL,113,120,False
1096,202103200PHI,SAC,PHI,105,129,False
1097,202103200PHI,PHI,SAC,129,105,True
1098,202103210BOS,ORL,BOS,96,112,False
1099,202103210BOS,BOS,ORL,112,96,True
1100,202103210BRK,BRK,WAS,113,106,True
1101,202103210BRK,WAS,BRK,106,113,False
1102,202103210CLE,CLE,TOR,116,105,True
1103,202103210CLE,TOR,CLE,105,116,False
1104,202103210DEN,NOP,DEN,113,108,True
1105,202103210DEN,DEN,NOP,108,113,False
1106,202103210DET,CHI,DET,100,86,True
1107,202103210DET,DET,CHI,86,100,False
1108,202103210HOU,HOU,OKC,112,114,False
1109,202103210HOU,OKC,HOU,114,112,True
1110,202103210MIA,IND,MIA,109,106,True
1111,202103210MIA,MIA,IND,106,109,False
1112,202103210NYK,NYK,PHI,100,101,False
1113,202103210NYK,PHI,NYK,101,100,True
1114,202103210PHO,LAL,PHO,94,111,False
1115,202103210PHO,PHO,LAL,111,94,True
1116,202103210POR,DAL,POR,132,92,True
1117,202103210POR,POR,DAL,92,132,False
1118,202103220CHI,CHI,UTA,95,120,False
1119,202103220CHI,UTA,CHI,120,95,True
1120,202103220CLE,CLE,SAC,105,119,False
1121,202103220CLE,SAC,CLE,119,105,True
1122,202103220HOU,TOR,HOU,99,117,False
1123,202103220HOU,HOU,TOR,117,99,True
1124,202103220LAC,LAC,ATL,119,110,True
1125,202103220LAC,ATL,LAC,110,119,False
1126,202103220MEM,MEM,BOS,132,126,True
1127,202103220MEM,BOS,MEM,126,132,False
1128,202103220MIL,MIL,IND,140,113,True
1129,202103220MIL,IND,MIL,113,140,False
1130,202103220MIN,MIN,OKC,103,112,False
1131,202103220MIN,OKC,MIN,112,103,True
1132,202103220SAS,CHO,SAS,100,97,True
1133,202103220SAS,SAS,CHO,97,100,False
1134,202103230GSW,GSW,PHI,98,108,False
1135,202103230GSW,PHI,GSW,108,98,True
1136,202103230MIA,MIA,PHO,100,110,False
1137,202103230MIA,PHO,MIA,110,100,True
1138,202103230NOP,NOP,LAL,128,111,True
1139,202103230NOP,LAL,NOP,111,128,False
1140,202103230NYK,WAS,NYK,113,131,False
1141,202103230NYK,NYK,WAS,131,113,True
1142,202103230ORL,DEN,ORL,110,99,True
1143,202103230ORL,ORL,DEN,99,110,False
1144,202103230POR,POR,BRK,112,116,False
1145,202103230POR,BRK,POR,116,112,True
1146,202103240CHI,CLE,CHI,103,94,True
1147,202103240CHI,CHI,CLE,94,103,False
1148,202103240HOU,CHO,HOU,122,97,True
1149,202103240HOU,HOU,CHO,97,122,False
1150,202103240IND,DET,IND,111,116,False
1151,202103240IND,IND,DET,116,111,True
1152,202103240MIL,MIL,BOS,121,119,True
1153,202103240MIL,BOS,MIL,119,121,False
1154,202103240MIN,MIN,DAL,108,128,False
1155,202103240MIN,DAL,MIN,128,108,True
1156,202103240OKC,OKC,MEM,107,116,False
1157,202103240OKC,MEM,OKC,116,107,True
1158,202103240ORL,ORL,PHO,112,111,True
1159,202103240ORL,PHO,ORL,111,112,False
1160,202103240SAC,SAC,ATL,110,108,True
1161,202103240SAC,ATL,SAC,108,110,False
1162,202103240SAS,LAC,SAS,134,101,True
1163,202103240SAS,SAS,LAC,101,134,False
1164,202103240TOR,TOR,DEN,135,111,True
1165,202103240TOR,DEN,TOR,111,135,False
1166,202103240UTA,UTA,BRK,118,88,True
1167,202103240UTA,BRK,UTA,88,118,False
1168,202103250LAL,PHI,LAL,109,101,True
1169,202103250LAL,LAL,PHI,101,109,False
1170,202103250MIA,MIA,POR,122,125,False
1171,202103250MIA,POR,MIA,125,122,True
1172,202103250NYK,WAS,NYK,102,106,False
1173,202103250NYK,NYK,WAS,106,102,True
1174,202103250SAC,SAC,GSW,141,119,True
1175,202103250SAC,GSW,SAC,119,141,False
1176,202103250SAS,SAS,LAC,85,98,False
1177,202103250SAS,LAC,SAS,98,85,True
1178,202103260CHO,MIA,CHO,105,110,False
1179,202103260CHO,CHO,MIA,110,105,True
1180,202103260DAL,DAL,IND,94,109,False
1181,202103260DAL,IND,DAL,109,94,True
1182,202103260DET,DET,BRK,111,113,False
1183,202103260DET,BRK,DET,113,111,True
1184,202103260GSW,GSW,ATL,108,124,False
1185,202103260GSW,ATL,GSW,124,108,True
1186,202103260LAL,CLE,LAL,86,100,False
1187,202103260LAL,LAL,CLE,100,86,True
1188,202103260MIL,BOS,MIL,122,114,True
1189,202103260MIL,MIL,BOS,114,122,False
1190,202103260MIN,MIN,HOU,107,101,True
1191,202103260MIN,HOU,MIN,101,107,False
1192,202103260NOP,DEN,NOP,113,108,True
1193,202103260NOP,NOP,DEN,108,113,False
1194,202103260ORL,ORL,POR,105,112,False
1195,202103260ORL,POR,ORL,112,105,True
1196,202103260TOR,TOR,PHO,100,104,False
1197,202103260TOR,PHO,TOR,104,100,True
1198,202103260UTA,UTA,MEM,117,114,True
1199,202103260UTA,MEM,UTA,114,117,False
1200,202103270LAC,LAC,PHI,122,112,True
1201,202103270LAC,PHI,LAC,112,122,False
1202,202103270MIL,NYK,MIL,102,96,True
1203,202103270MIL,MIL,NYK,96,102,False
1204,202103270MIN,MIN,HOU,107,129,False
1205,202103270MIN,HOU,MIN,129,107,True
1206,202103270NOP,DAL,NOP,103,112,False
1207,202103270NOP,NOP,DAL,112,103,True
1208,202103270OKC,BOS,OKC,111,94,True
1209,202103270OKC,OKC,BOS,94,111,False
1210,202103270SAC,CLE,SAC,98,100,False
